image,split,ih,iw,sh,sw,color,object,part,material,scene,texture
ade20k/ADE_train_00012794.jpg,train,224,224,112,112,ade20k/ADE_train_00012794_color.png,ade20k/ADE_train_00012794_object.png,ade20k/ADE_train_00012794_part_1.png,,,
pascal/2010_001435.jpg,train,224,224,112,112,pascal/2010_001435_color.png,pascal/2010_001435_object.png,pascal/2010_001435_part.png,,,
dtd/braided_0161.jpg,train,224,224,112,112,dtd/braided_0161_color.png,,,,,371
dtd/smeared_0101.jpg,train,224,224,112,112,dtd/smeared_0101_color.png,,,,,237;324
pascal/2009_000137.jpg,train,224,224,112,112,pascal/2009_000137_color.png,pascal/2009_000137_object.png,pascal/2009_000137_part.png,,,
ade20k/ADE_val_00001970.jpg,train,224,224,112,112,ade20k/ADE_val_00001970_color.png,ade20k/ADE_val_00001970_object.png,ade20k/ADE_val_00001970_part_1.png;ade20k/ADE_val_00001970_part_2.png;ade20k/ADE_val_00001970_part_3.png,,126,
opensurfaces/73414.jpg,train,224,224,112,112,opensurfaces/73414_color.png,,,opensurfaces/73414_material.png,,
ade20k/ADE_val_00001986.jpg,train,224,224,112,112,ade20k/ADE_val_00001986_color.png,ade20k/ADE_val_00001986_object.png,ade20k/ADE_val_00001986_part_1.png,,430,
opensurfaces/23003.jpg,train,224,224,112,112,opensurfaces/23003_color.png,,,opensurfaces/23003_material.png,,
ade20k/ADE_train_00015952.jpg,train,224,224,112,112,ade20k/ADE_train_00015952_color.png,ade20k/ADE_train_00015952_object.png,,,849,
ade20k/ADE_train_00003110.jpg,train,224,224,112,112,ade20k/ADE_train_00003110_color.png,ade20k/ADE_train_00003110_object.png,,,457,
opensurfaces/98653.jpg,train,224,224,112,112,opensurfaces/98653_color.png,,,opensurfaces/98653_material.png,,
ade20k/ADE_train_00004531.jpg,train,224,224,112,112,ade20k/ADE_train_00004531_color.png,ade20k/ADE_train_00004531_object.png,ade20k/ADE_train_00004531_part_1.png,,1127,
dtd/marbled_0111.jpg,train,224,224,112,112,dtd/marbled_0111_color.png,,,,,346
pascal/2008_004123.jpg,train,224,224,112,112,pascal/2008_004123_color.png,pascal/2008_004123_object.png,pascal/2008_004123_part.png,,,
opensurfaces/33746.jpg,train,224,224,112,112,opensurfaces/33746_color.png,,,opensurfaces/33746_material.png,,
pascal/2009_003747.jpg,train,224,224,112,112,pascal/2009_003747_color.png,pascal/2009_003747_object.png,pascal/2009_003747_part.png,,,
pascal/2009_004174.jpg,train,224,224,112,112,pascal/2009_004174_color.png,pascal/2009_004174_object.png,pascal/2009_004174_part.png,,,
ade20k/ADE_train_00003628.jpg,train,224,224,112,112,ade20k/ADE_train_00003628_color.png,ade20k/ADE_train_00003628_object.png,,,83,
ade20k/ADE_train_00019159.jpg,train,224,224,112,112,ade20k/ADE_train_00019159_color.png,ade20k/ADE_train_00019159_object.png,,,711,
pascal/2010_000415.jpg,train,224,224,112,112,pascal/2010_000415_color.png,pascal/2010_000415_object.png,pascal/2010_000415_part.png,,,
ade20k/ADE_train_00003473.jpg,train,224,224,112,112,ade20k/ADE_train_00003473_color.png,ade20k/ADE_train_00003473_object.png,ade20k/ADE_train_00003473_part_1.png,,83,
ade20k/ADE_train_00015101.jpg,train,224,224,112,112,ade20k/ADE_train_00015101_color.png,ade20k/ADE_train_00015101_object.png,ade20k/ADE_train_00015101_part_1.png,,712,
opensurfaces/26742.jpg,train,224,224,112,112,opensurfaces/26742_color.png,,,opensurfaces/26742_material.png,,
opensurfaces/2340.jpg,train,224,224,112,112,opensurfaces/2340_color.png,,,opensurfaces/2340_material.png,,
opensurfaces/10357.jpg,train,224,224,112,112,opensurfaces/10357_color.png,,,opensurfaces/10357_material.png,,
opensurfaces/93463.jpg,train,224,224,112,112,opensurfaces/93463_color.png,,,opensurfaces/93463_material.png,,
ade20k/ADE_train_00013825.jpg,train,224,224,112,112,ade20k/ADE_train_00013825_color.png,ade20k/ADE_train_00013825_object.png,ade20k/ADE_train_00013825_part_1.png;ade20k/ADE_train_00013825_part_2.png,,0,
opensurfaces/3030.jpg,train,224,224,112,112,opensurfaces/3030_color.png,,,opensurfaces/3030_material.png,,
ade20k/ADE_val_00000918.jpg,train,224,224,112,112,ade20k/ADE_val_00000918_color.png,ade20k/ADE_val_00000918_object.png,,,1003,
opensurfaces/57732.jpg,train,224,224,112,112,opensurfaces/57732_color.png,,,opensurfaces/57732_material.png,,
ade20k/ADE_train_00016073.jpg,train,224,224,112,112,ade20k/ADE_train_00016073_color.png,ade20k/ADE_train_00016073_object.png,,,0,
opensurfaces/645.jpg,train,224,224,112,112,opensurfaces/645_color.png,,,opensurfaces/645_material.png,,
opensurfaces/88000.jpg,train,224,224,112,112,opensurfaces/88000_color.png,,,opensurfaces/88000_material.png,,
opensurfaces/114029.jpg,train,224,224,112,112,opensurfaces/114029_color.png,,,opensurfaces/114029_material.png,,
dtd/cobwebbed_0064.jpg,train,224,224,112,112,dtd/cobwebbed_0064_color.png,,,,,390
ade20k/ADE_train_00005456.jpg,train,224,224,112,112,ade20k/ADE_train_00005456_color.png,ade20k/ADE_train_00005456_object.png,ade20k/ADE_train_00005456_part_1.png,,0,
dtd/knitted_0196.jpg,train,224,224,112,112,dtd/knitted_0196_color.png,,,,,325
dtd/flecked_0114.jpg,train,224,224,112,112,dtd/flecked_0114_color.png,,,,,368
pascal/2010_001458.jpg,train,224,224,112,112,pascal/2010_001458_color.png,pascal/2010_001458_object.png,pascal/2010_001458_part.png,,,
opensurfaces/17607.jpg,train,224,224,112,112,opensurfaces/17607_color.png,,,opensurfaces/17607_material.png,,
pascal/2010_004225.jpg,train,224,224,112,112,pascal/2010_004225_color.png,pascal/2010_004225_object.png,pascal/2010_004225_part.png,,,
pascal/2009_001036.jpg,train,224,224,112,112,pascal/2009_001036_color.png,pascal/2009_001036_object.png,pascal/2009_001036_part.png,,,
ade20k/ADE_val_00001253.jpg,train,224,224,112,112,ade20k/ADE_val_00001253_color.png,ade20k/ADE_val_00001253_object.png,,,742,
opensurfaces/20770.jpg,train,224,224,112,112,opensurfaces/20770_color.png,,,opensurfaces/20770_material.png,,
ade20k/ADE_val_00000968.jpg,train,224,224,112,112,ade20k/ADE_val_00000968_color.png,ade20k/ADE_val_00000968_object.png,ade20k/ADE_val_00000968_part_1.png;ade20k/ADE_val_00000968_part_2.png,,126,
opensurfaces/109528.jpg,train,224,224,112,112,opensurfaces/109528_color.png,,,opensurfaces/109528_material.png,,
dtd/bumpy_0167.jpg,train,224,224,112,112,dtd/bumpy_0167_color.png,,,,,308;331
opensurfaces/18529.jpg,train,224,224,112,112,opensurfaces/18529_color.png,,,opensurfaces/18529_material.png,,
ade20k/ADE_train_00013088.jpg,train,224,224,112,112,ade20k/ADE_train_00013088_color.png,ade20k/ADE_train_00013088_object.png,,,,
opensurfaces/68197.jpg,train,224,224,112,112,opensurfaces/68197_color.png,,,opensurfaces/68197_material.png,,
pascal/2009_004590.jpg,train,224,224,112,112,pascal/2009_004590_color.png,pascal/2009_004590_object.png,pascal/2009_004590_part.png,,,
pascal/2008_006219.jpg,train,224,224,112,112,pascal/2008_006219_color.png,pascal/2008_006219_object.png,pascal/2008_006219_part.png,,,
pascal/2009_002423.jpg,train,224,224,112,112,pascal/2009_002423_color.png,pascal/2009_002423_object.png,pascal/2009_002423_part.png,,,
opensurfaces/112068.jpg,train,224,224,112,112,opensurfaces/112068_color.png,,,opensurfaces/112068_material.png,,
ade20k/ADE_train_00017184.jpg,train,224,224,112,112,ade20k/ADE_train_00017184_color.png,ade20k/ADE_train_00017184_object.png,ade20k/ADE_train_00017184_part_1.png;ade20k/ADE_train_00017184_part_2.png,,59,
opensurfaces/86574.jpg,train,224,224,112,112,opensurfaces/86574_color.png,,,opensurfaces/86574_material.png,,
ade20k/ADE_train_00005864.jpg,train,224,224,112,112,ade20k/ADE_train_00005864_color.png,ade20k/ADE_train_00005864_object.png,,,440,
opensurfaces/26604.jpg,train,224,224,112,112,opensurfaces/26604_color.png,,,opensurfaces/26604_material.png,,
opensurfaces/94980.jpg,train,224,224,112,112,opensurfaces/94980_color.png,,,opensurfaces/94980_material.png,,
ade20k/ADE_val_00001204.jpg,train,224,224,112,112,ade20k/ADE_val_00001204_color.png,ade20k/ADE_val_00001204_object.png,ade20k/ADE_val_00001204_part_1.png,,269,
opensurfaces/6725.jpg,train,224,224,112,112,opensurfaces/6725_color.png,,,opensurfaces/6725_material.png,,
opensurfaces/81341.jpg,train,224,224,112,112,opensurfaces/81341_color.png,,,opensurfaces/81341_material.png,,
opensurfaces/65786.jpg,train,224,224,112,112,opensurfaces/65786_color.png,,,opensurfaces/65786_material.png,,
opensurfaces/96400.jpg,train,224,224,112,112,opensurfaces/96400_color.png,,,opensurfaces/96400_material.png,,
ade20k/ADE_train_00017468.jpg,train,224,224,112,112,ade20k/ADE_train_00017468_color.png,ade20k/ADE_train_00017468_object.png,ade20k/ADE_train_00017468_part_1.png,,59,
ade20k/ADE_train_00001271.jpg,train,224,224,112,112,ade20k/ADE_train_00001271_color.png,ade20k/ADE_train_00001271_object.png,,,444,
pascal/2010_002248.jpg,train,224,224,112,112,pascal/2010_002248_color.png,pascal/2010_002248_object.png,pascal/2010_002248_part.png,,,
pascal/2010_002614.jpg,train,224,224,112,112,pascal/2010_002614_color.png,pascal/2010_002614_object.png,pascal/2010_002614_part.png,,,
opensurfaces/65502.jpg,train,224,224,112,112,opensurfaces/65502_color.png,,,opensurfaces/65502_material.png,,
ade20k/ADE_train_00001770.jpg,train,224,224,112,112,ade20k/ADE_train_00001770_color.png,ade20k/ADE_train_00001770_object.png,,,424,
dtd/swirly_0173.jpg,train,224,224,112,112,dtd/swirly_0173_color.png,,,,,360
opensurfaces/74541.jpg,train,224,224,112,112,opensurfaces/74541_color.png,,,opensurfaces/74541_material.png,,
ade20k/ADE_train_00018935.jpg,train,224,224,112,112,ade20k/ADE_train_00018935_color.png,ade20k/ADE_train_00018935_object.png,,,639,
ade20k/ADE_train_00020083.jpg,train,224,224,112,112,ade20k/ADE_train_00020083_color.png,ade20k/ADE_train_00020083_object.png,ade20k/ADE_train_00020083_part_1.png,,1035,
ade20k/ADE_train_00008493.jpg,train,224,224,112,112,ade20k/ADE_train_00008493_color.png,ade20k/ADE_train_00008493_object.png,ade20k/ADE_train_00008493_part_1.png;ade20k/ADE_train_00008493_part_2.png,,492,
dtd/fibrous_0124.jpg,train,224,224,112,112,dtd/fibrous_0124_color.png,,,,,328
ade20k/ADE_train_00015306.jpg,train,224,224,112,112,ade20k/ADE_train_00015306_color.png,ade20k/ADE_train_00015306_object.png,ade20k/ADE_train_00015306_part_1.png;ade20k/ADE_train_00015306_part_2.png;ade20k/ADE_train_00015306_part_3.png,,0,
dtd/interlaced_0121.jpg,train,224,224,112,112,dtd/interlaced_0121_color.png,,,,,354
opensurfaces/60510.jpg,train,224,224,112,112,opensurfaces/60510_color.png,,,opensurfaces/60510_material.png,,
ade20k/ADE_train_00010898.jpg,train,224,224,112,112,ade20k/ADE_train_00010898_color.png,ade20k/ADE_train_00010898_object.png,ade20k/ADE_train_00010898_part_1.png;ade20k/ADE_train_00010898_part_2.png,,634,
ade20k/ADE_train_00006861.jpg,train,224,224,112,112,ade20k/ADE_train_00006861_color.png,ade20k/ADE_train_00006861_object.png,ade20k/ADE_train_00006861_part_1.png,,186,
ade20k/ADE_train_00001012.jpg,train,224,224,112,112,ade20k/ADE_train_00001012_color.png,ade20k/ADE_train_00001012_object.png,,,650,
ade20k/ADE_train_00010608.jpg,train,224,224,112,112,ade20k/ADE_train_00010608_color.png,ade20k/ADE_train_00010608_object.png,,,134,
opensurfaces/89344.jpg,train,224,224,112,112,opensurfaces/89344_color.png,,,opensurfaces/89344_material.png,,
ade20k/ADE_val_00001164.jpg,train,224,224,112,112,ade20k/ADE_val_00001164_color.png,ade20k/ADE_val_00001164_object.png,ade20k/ADE_val_00001164_part_1.png,,83,
opensurfaces/19479.jpg,train,224,224,112,112,opensurfaces/19479_color.png,,,opensurfaces/19479_material.png,,
dtd/paisley_0022.jpg,train,224,224,112,112,dtd/paisley_0022_color.png,,,,,374
dtd/sprinkled_0117.jpg,train,224,224,112,112,dtd/sprinkled_0117_color.png,,,,,341
ade20k/ADE_train_00015696.jpg,train,224,224,112,112,ade20k/ADE_train_00015696_color.png,ade20k/ADE_train_00015696_object.png,,,760,
opensurfaces/86604.jpg,train,224,224,112,112,opensurfaces/86604_color.png,,,opensurfaces/86604_material.png,,
pascal/2008_000271.jpg,train,224,224,112,112,pascal/2008_000271_color.png,pascal/2008_000271_object.png,pascal/2008_000271_part.png,,,
pascal/2009_004163.jpg,train,224,224,112,112,pascal/2009_004163_color.png,pascal/2009_004163_object.png,pascal/2009_004163_part.png,,,
opensurfaces/59211.jpg,train,224,224,112,112,opensurfaces/59211_color.png,,,opensurfaces/59211_material.png,,
opensurfaces/64853.jpg,train,224,224,112,112,opensurfaces/64853_color.png,,,opensurfaces/64853_material.png,,
opensurfaces/89447.jpg,train,224,224,112,112,opensurfaces/89447_color.png,,,opensurfaces/89447_material.png,,
dtd/matted_0055.jpg,train,224,224,112,112,dtd/matted_0055_color.png,,,,,362
opensurfaces/74351.jpg,train,224,224,112,112,opensurfaces/74351_color.png,,,opensurfaces/74351_material.png,,
ade20k/ADE_train_00010043.jpg,train,224,224,112,112,ade20k/ADE_train_00010043_color.png,ade20k/ADE_train_00010043_object.png,,,949,
ade20k/ADE_train_00002035.jpg,train,224,224,112,112,ade20k/ADE_train_00002035_color.png,ade20k/ADE_train_00002035_object.png,ade20k/ADE_train_00002035_part_1.png,,0,
ade20k/ADE_train_00012768.jpg,train,224,224,112,112,ade20k/ADE_train_00012768_color.png,ade20k/ADE_train_00012768_object.png,,,,
ade20k/ADE_train_00017806.jpg,train,224,224,112,112,ade20k/ADE_train_00017806_color.png,ade20k/ADE_train_00017806_object.png,ade20k/ADE_train_00017806_part_1.png,,59,
opensurfaces/58328.jpg,train,224,224,112,112,opensurfaces/58328_color.png,,,opensurfaces/58328_material.png,,
opensurfaces/104242.jpg,train,224,224,112,112,opensurfaces/104242_color.png,,,opensurfaces/104242_material.png,,
pascal/2008_000694.jpg,train,224,224,112,112,pascal/2008_000694_color.png,pascal/2008_000694_object.png,pascal/2008_000694_part.png,,,
ade20k/ADE_train_00000456.jpg,train,224,224,112,112,ade20k/ADE_train_00000456_color.png,ade20k/ADE_train_00000456_object.png,ade20k/ADE_train_00000456_part_1.png;ade20k/ADE_train_00000456_part_2.png,,83,
pascal/2009_002208.jpg,train,224,224,112,112,pascal/2009_002208_color.png,pascal/2009_002208_object.png,pascal/2009_002208_part.png,,,
ade20k/ADE_train_00018531.jpg,train,224,224,112,112,ade20k/ADE_train_00018531_color.png,ade20k/ADE_train_00018531_object.png,ade20k/ADE_train_00018531_part_1.png,,59,
ade20k/ADE_train_00019888.jpg,train,224,224,112,112,ade20k/ADE_train_00019888_color.png,ade20k/ADE_train_00019888_object.png,,,1115,
ade20k/ADE_train_00016012.jpg,train,224,224,112,112,ade20k/ADE_train_00016012_color.png,ade20k/ADE_train_00016012_object.png,,,510,
ade20k/ADE_train_00005024.jpg,train,224,224,112,112,ade20k/ADE_train_00005024_color.png,ade20k/ADE_train_00005024_object.png,,,897,
ade20k/ADE_train_00017601.jpg,train,224,224,112,112,ade20k/ADE_train_00017601_color.png,ade20k/ADE_train_00017601_object.png,ade20k/ADE_train_00017601_part_1.png,,59,
pascal/2008_007280.jpg,train,224,224,112,112,pascal/2008_007280_color.png,pascal/2008_007280_object.png,pascal/2008_007280_part.png,,,
ade20k/ADE_train_00018817.jpg,train,224,224,112,112,ade20k/ADE_train_00018817_color.png,ade20k/ADE_train_00018817_object.png,,,59,
opensurfaces/87042.jpg,train,224,224,112,112,opensurfaces/87042_color.png,,,opensurfaces/87042_material.png,,
opensurfaces/62655.jpg,train,224,224,112,112,opensurfaces/62655_color.png,,,opensurfaces/62655_material.png,,
opensurfaces/104555.jpg,train,224,224,112,112,opensurfaces/104555_color.png,,,opensurfaces/104555_material.png,,
ade20k/ADE_train_00013242.jpg,train,224,224,112,112,ade20k/ADE_train_00013242_color.png,ade20k/ADE_train_00013242_object.png,,,,
pascal/2008_006548.jpg,train,224,224,112,112,pascal/2008_006548_color.png,pascal/2008_006548_object.png,pascal/2008_006548_part.png,,,
opensurfaces/58873.jpg,train,224,224,112,112,opensurfaces/58873_color.png,,,opensurfaces/58873_material.png,,
opensurfaces/100038.jpg,train,224,224,112,112,opensurfaces/100038_color.png,,,opensurfaces/100038_material.png,,
ade20k/ADE_train_00015702.jpg,train,224,224,112,112,ade20k/ADE_train_00015702_color.png,ade20k/ADE_train_00015702_object.png,ade20k/ADE_train_00015702_part_1.png;ade20k/ADE_train_00015702_part_2.png,,760,
dtd/honeycombed_0135.jpg,train,224,224,112,112,dtd/honeycombed_0135_color.png,,,,,378
ade20k/ADE_val_00001630.jpg,train,224,224,112,112,ade20k/ADE_val_00001630_color.png,ade20k/ADE_val_00001630_object.png,,,,
ade20k/ADE_train_00009633.jpg,train,224,224,112,112,ade20k/ADE_train_00009633_color.png,ade20k/ADE_train_00009633_object.png,ade20k/ADE_train_00009633_part_1.png;ade20k/ADE_train_00009633_part_2.png,,302,
ade20k/ADE_train_00000594.jpg,train,224,224,112,112,ade20k/ADE_train_00000594_color.png,ade20k/ADE_train_00000594_object.png,ade20k/ADE_train_00000594_part_1.png;ade20k/ADE_train_00000594_part_2.png,,134,
pascal/2010_001407.jpg,train,224,224,112,112,pascal/2010_001407_color.png,pascal/2010_001407_object.png,pascal/2010_001407_part.png,,,
pascal/2009_005035.jpg,train,224,224,112,112,pascal/2009_005035_color.png,pascal/2009_005035_object.png,pascal/2009_005035_part.png,,,
dtd/dotted_0140.jpg,train,224,224,112,112,dtd/dotted_0140_color.png,,,,,276
opensurfaces/75261.jpg,train,224,224,112,112,opensurfaces/75261_color.png,,,opensurfaces/75261_material.png,,
dtd/crystalline_0102.jpg,train,224,224,112,112,dtd/crystalline_0102_color.png,,,,,237;385
pascal/2009_000896.jpg,train,224,224,112,112,pascal/2009_000896_color.png,pascal/2009_000896_object.png,pascal/2009_000896_part.png,,,
opensurfaces/58773.jpg,train,224,224,112,112,opensurfaces/58773_color.png,,,opensurfaces/58773_material.png,,
dtd/lacelike_0019.jpg,train,224,224,112,112,dtd/lacelike_0019_color.png,,,,,384
dtd/crosshatched_0172.jpg,train,224,224,112,112,dtd/crosshatched_0172_color.png,,,,,338
pascal/2009_003494.jpg,train,224,224,112,112,pascal/2009_003494_color.png,pascal/2009_003494_object.png,pascal/2009_003494_part.png,,,
opensurfaces/23427.jpg,train,224,224,112,112,opensurfaces/23427_color.png,,,opensurfaces/23427_material.png,,
opensurfaces/23343.jpg,train,224,224,112,112,opensurfaces/23343_color.png,,,opensurfaces/23343_material.png,,
ade20k/ADE_train_00010880.jpg,train,224,224,112,112,ade20k/ADE_train_00010880_color.png,ade20k/ADE_train_00010880_object.png,,,651,
dtd/veined_0164.jpg,train,224,224,112,112,dtd/veined_0164_color.png,,,,,331
ade20k/ADE_train_00002767.jpg,train,224,224,112,112,ade20k/ADE_train_00002767_color.png,ade20k/ADE_train_00002767_object.png,ade20k/ADE_train_00002767_part_1.png;ade20k/ADE_train_00002767_part_2.png,,130,
dtd/grid_0133.jpg,train,224,224,112,112,dtd/grid_0133_color.png,,,,,343;373
pascal/2009_002674.jpg,train,224,224,112,112,pascal/2009_002674_color.png,pascal/2009_002674_object.png,pascal/2009_002674_part.png,,,
opensurfaces/87867.jpg,train,224,224,112,112,opensurfaces/87867_color.png,,,opensurfaces/87867_material.png,,
ade20k/ADE_train_00019234.jpg,train,224,224,112,112,ade20k/ADE_train_00019234_color.png,ade20k/ADE_train_00019234_object.png,,,585,
pascal/2008_001811.jpg,train,224,224,112,112,pascal/2008_001811_color.png,pascal/2008_001811_object.png,pascal/2008_001811_part.png,,,
opensurfaces/25782.jpg,train,224,224,112,112,opensurfaces/25782_color.png,,,opensurfaces/25782_material.png,,
ade20k/ADE_train_00019246.jpg,train,224,224,112,112,ade20k/ADE_train_00019246_color.png,ade20k/ADE_train_00019246_object.png,,,585,
pascal/2009_003082.jpg,train,224,224,112,112,pascal/2009_003082_color.png,pascal/2009_003082_object.png,pascal/2009_003082_part.png,,,
ade20k/ADE_val_00001623.jpg,train,224,224,112,112,ade20k/ADE_val_00001623_color.png,ade20k/ADE_val_00001623_object.png,,,,
ade20k/ADE_train_00000596.jpg,train,224,224,112,112,ade20k/ADE_train_00000596_color.png,ade20k/ADE_train_00000596_object.png,ade20k/ADE_train_00000596_part_1.png;ade20k/ADE_train_00000596_part_2.png,,134,
opensurfaces/35530.jpg,train,224,224,112,112,opensurfaces/35530_color.png,,,opensurfaces/35530_material.png,,
opensurfaces/81763.jpg,train,224,224,112,112,opensurfaces/81763_color.png,,,opensurfaces/81763_material.png,,
dtd/veined_0182.jpg,train,224,224,112,112,dtd/veined_0182_color.png,,,,,331
dtd/chequered_0102.jpg,train,224,224,112,112,dtd/chequered_0102_color.png,,,,,382
ade20k/ADE_train_00018227.jpg,train,224,224,112,112,ade20k/ADE_train_00018227_color.png,ade20k/ADE_train_00018227_object.png,ade20k/ADE_train_00018227_part_1.png,,59,
pascal/2009_005140.jpg,train,224,224,112,112,pascal/2009_005140_color.png,pascal/2009_005140_object.png,pascal/2009_005140_part.png,,,
ade20k/ADE_train_00002560.jpg,train,224,224,112,112,ade20k/ADE_train_00002560_color.png,ade20k/ADE_train_00002560_object.png,ade20k/ADE_train_00002560_part_1.png;ade20k/ADE_train_00002560_part_2.png,,130,
pascal/2008_007103.jpg,train,224,224,112,112,pascal/2008_007103_color.png,pascal/2008_007103_object.png,pascal/2008_007103_part.png,,,
opensurfaces/81660.jpg,train,224,224,112,112,opensurfaces/81660_color.png,,,opensurfaces/81660_material.png,,
ade20k/ADE_train_00003710.jpg,train,224,224,112,112,ade20k/ADE_train_00003710_color.png,ade20k/ADE_train_00003710_object.png,ade20k/ADE_train_00003710_part_1.png;ade20k/ADE_train_00003710_part_2.png,,83,
opensurfaces/103457.jpg,train,224,224,112,112,opensurfaces/103457_color.png,,,opensurfaces/103457_material.png,,
opensurfaces/113966.jpg,train,224,224,112,112,opensurfaces/113966_color.png,,,opensurfaces/113966_material.png,,
opensurfaces/8694.jpg,train,224,224,112,112,opensurfaces/8694_color.png,,,opensurfaces/8694_material.png,,
dtd/marbled_0102.jpg,train,224,224,112,112,dtd/marbled_0102_color.png,,,,,346
dtd/knitted_0076.jpg,train,224,224,112,112,dtd/knitted_0076_color.png,,,,,325
ade20k/ADE_train_00016851.jpg,train,224,224,112,112,ade20k/ADE_train_00016851_color.png,ade20k/ADE_train_00016851_object.png,,,0,
opensurfaces/107720.jpg,train,224,224,112,112,opensurfaces/107720_color.png,,,opensurfaces/107720_material.png,,
ade20k/ADE_train_00004163.jpg,train,224,224,112,112,ade20k/ADE_train_00004163_color.png,ade20k/ADE_train_00004163_object.png,ade20k/ADE_train_00004163_part_1.png,,83,
ade20k/ADE_val_00000503.jpg,train,224,224,112,112,ade20k/ADE_val_00000503_color.png,ade20k/ADE_val_00000503_object.png,ade20k/ADE_val_00000503_part_1.png,,547,
ade20k/ADE_train_00013604.jpg,train,224,224,112,112,ade20k/ADE_train_00013604_color.png,ade20k/ADE_train_00013604_object.png,,,,
opensurfaces/17016.jpg,train,224,224,112,112,opensurfaces/17016_color.png,,,opensurfaces/17016_material.png,,
opensurfaces/116992.jpg,train,224,224,112,112,opensurfaces/116992_color.png,,,opensurfaces/116992_material.png,,
opensurfaces/91813.jpg,train,224,224,112,112,opensurfaces/91813_color.png,,,opensurfaces/91813_material.png,,
pascal/2008_008268.jpg,train,224,224,112,112,pascal/2008_008268_color.png,pascal/2008_008268_object.png,pascal/2008_008268_part.png,,,
opensurfaces/97989.jpg,train,224,224,112,112,opensurfaces/97989_color.png,,,opensurfaces/97989_material.png,,
dtd/marbled_0092.jpg,train,224,224,112,112,dtd/marbled_0092_color.png,,,,,237;346
ade20k/ADE_train_00015974.jpg,train,224,224,112,112,ade20k/ADE_train_00015974_color.png,ade20k/ADE_train_00015974_object.png,ade20k/ADE_train_00015974_part_1.png,,510,
pascal/2008_006425.jpg,train,224,224,112,112,pascal/2008_006425_color.png,pascal/2008_006425_object.png,pascal/2008_006425_part.png,,,
opensurfaces/72173.jpg,train,224,224,112,112,opensurfaces/72173_color.png,,,opensurfaces/72173_material.png,,
opensurfaces/102916.jpg,train,224,224,112,112,opensurfaces/102916_color.png,,,opensurfaces/102916_material.png,,
ade20k/ADE_train_00019492.jpg,train,224,224,112,112,ade20k/ADE_train_00019492_color.png,ade20k/ADE_train_00019492_object.png,,,0,
ade20k/ADE_val_00000774.jpg,train,224,224,112,112,ade20k/ADE_val_00000774_color.png,ade20k/ADE_val_00000774_object.png,ade20k/ADE_val_00000774_part_1.png;ade20k/ADE_val_00000774_part_2.png,,477,
pascal/2008_003926.jpg,train,224,224,112,112,pascal/2008_003926_color.png,pascal/2008_003926_object.png,pascal/2008_003926_part.png,,,
ade20k/ADE_train_00011444.jpg,train,224,224,112,112,ade20k/ADE_train_00011444_color.png,ade20k/ADE_train_00011444_object.png,ade20k/ADE_train_00011444_part_1.png;ade20k/ADE_train_00011444_part_2.png,,126,
opensurfaces/22006.jpg,train,224,224,112,112,opensurfaces/22006_color.png,,,opensurfaces/22006_material.png,,
dtd/fibrous_0158.jpg,train,224,224,112,112,dtd/fibrous_0158_color.png,,,,,328
pascal/2009_004849.jpg,train,224,224,112,112,pascal/2009_004849_color.png,pascal/2009_004849_object.png,pascal/2009_004849_part.png,,,
ade20k/ADE_train_00016274.jpg,train,224,224,112,112,ade20k/ADE_train_00016274_color.png,ade20k/ADE_train_00016274_object.png,,,746,
dtd/studded_0160.jpg,train,224,224,112,112,dtd/studded_0160_color.png,,,,,276;364
ade20k/ADE_train_00006158.jpg,train,224,224,112,112,ade20k/ADE_train_00006158_color.png,ade20k/ADE_train_00006158_object.png,,,713,
opensurfaces/115950.jpg,train,224,224,112,112,opensurfaces/115950_color.png,,,opensurfaces/115950_material.png,,
dtd/matted_0069.jpg,train,224,224,112,112,dtd/matted_0069_color.png,,,,,362
opensurfaces/20121.jpg,train,224,224,112,112,opensurfaces/20121_color.png,,,opensurfaces/20121_material.png,,
opensurfaces/105549.jpg,train,224,224,112,112,opensurfaces/105549_color.png,,,opensurfaces/105549_material.png,,
opensurfaces/67992.jpg,train,224,224,112,112,opensurfaces/67992_color.png,,,opensurfaces/67992_material.png,,
pascal/2008_000036.jpg,train,224,224,112,112,pascal/2008_000036_color.png,pascal/2008_000036_object.png,pascal/2008_000036_part.png,,,
pascal/2009_005267.jpg,train,224,224,112,112,pascal/2009_005267_color.png,pascal/2009_005267_object.png,pascal/2009_005267_part.png,,,
opensurfaces/103789.jpg,train,224,224,112,112,opensurfaces/103789_color.png,,,opensurfaces/103789_material.png,,
opensurfaces/105421.jpg,train,224,224,112,112,opensurfaces/105421_color.png,,,opensurfaces/105421_material.png,,
pascal/2009_001926.jpg,train,224,224,112,112,pascal/2009_001926_color.png,pascal/2009_001926_object.png,pascal/2009_001926_part.png,,,
opensurfaces/114610.jpg,train,224,224,112,112,opensurfaces/114610_color.png,,,opensurfaces/114610_material.png,,
ade20k/ADE_train_00019236.jpg,train,224,224,112,112,ade20k/ADE_train_00019236_color.png,ade20k/ADE_train_00019236_object.png,,,585,
ade20k/ADE_train_00007873.jpg,train,224,224,112,112,ade20k/ADE_train_00007873_color.png,ade20k/ADE_train_00007873_object.png,ade20k/ADE_train_00007873_part_1.png,,900,
opensurfaces/115767.jpg,train,224,224,112,112,opensurfaces/115767_color.png,,,opensurfaces/115767_material.png,,
